,POS,Sentiment
480,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'jewel', 'NN'), (u'la', 'NN'), (u'vega', 'IN'), (u'exactli', 'NN'), (u'I', 'PRP'), (u'hope', 'VBP'), (u'find', 'VB'), (u'nearli', 'JJ'), (u'ten', 'JJ'), (u'year', 'NN'), (u'live', 'VBP')]",1
481,"[(u'seafood', 'NN'), (u'limit', 'NN'), (u'boil', 'NN'), (u'shrimp', 'NN'), (u'crab', 'NN'), (u'leg', 'NN'), (u'crab', 'NN'), (u'leg', 'NN'), (u'definit', 'NN'), (u'tast', 'NN'), (u'fresh', 'JJ')]",0
482,"[(u'the', 'DT'), (u'select', 'JJ'), (u'food', 'NN'), (u'best', 'JJS')]",0
483,"[(u'delici', 'NN'), (u'I', 'PRP'), (u'absolut', 'VBP'), (u'back', 'RB')]",1
484,"[(u'thi', 'RB'), (u'small', 'JJ'), (u'famili', 'NNS'), (u'restaur', 'VBP'), (u'fine', 'JJ'), (u'dine', 'NN'), (u'establish', 'VB')]",1
485,"[(u'they', 'PRP'), (u'toro', 'VBP'), (u'tartar', 'JJ'), (u'cavier', 'JJR'), (u'extraordinari', 'NN'), (u'I', 'PRP'), (u'like', 'VBP'), (u'thinli', 'JJ'), (u'slice', 'NN'), (u'wagyu', 'VBD'), (u'white', 'JJ'), (u'truffl', 'NN')]",1
486,"[(u'I', 'PRP'), (u'dont', 'VBP'), (u'think', 'VBP'), (u'I', 'PRP'), (u'back', 'RB'), (u'long', 'JJ'), (u'time', 'NN')]",0
487,"[(u'It', 'PRP'), (u'attach', 'VBZ'), (u'ga', 'JJ'), (u'station', 'NN'), (u'rare', 'JJ'), (u'good', 'JJ'), (u'sign', 'NN')]",0
488,"[(u'how', 'WRB'), (u'awesom', 'NN')]",1
489,"[(u'I', 'PRP'), (u'back', 'RB'), (u'mani', 'JJ'), (u'time', 'NN'), (u'soon', 'RB')]",1
490,"[(u'the', 'DT'), (u'menu', 'NN'), (u'much', 'RB'), (u'good', 'JJ'), (u'stuff', 'NN'), (u'could', 'MD'), (u'decid', 'VB')]",1
491,"[(u'wors', 'NNS'), (u'humili', 'VBP'), (u'worker', 'NN'), (u'right', 'RB'), (u'front', 'JJ'), (u'bunch', 'NN'), (u'horribl', 'NN'), (u'name', 'NN'), (u'call', 'NN')]",0
492,"[(u'conclus', 'NN'), (u'veri', 'NN'), (u'fill', 'NN'), (u'meal', 'NN')]",1
493,"[(u'their', 'PRP$'), (u'daili', 'NN'), (u'special', 'JJ'), (u'alway', 'NN'), (u'hit', 'VBD'), (u'group', 'NN')]",1
494,"[(u'and', 'CC'), (u'tragedi', 'VB'), (u'struck', 'NN')]",0
495,"[(u'the', 'DT'), (u'pancak', 'NN'), (u'also', 'RB'), (u'realli', 'RB'), (u'good', 'JJ'), (u'pretti', 'NNS'), (u'larg', 'VBP')]",1
496,"[(u'thi', 'NN'), (u'first', 'RB'), (u'crawfish', 'JJ'), (u'experi', 'NN'), (u'delici', 'NN')]",1
497,"[(u'their', 'PRP$'), (u'monster', 'NN'), (u'chicken', 'VBN'), (u'fri', 'JJ'), (u'steak', 'NN'), (u'egg', 'NN'), (u'time', 'NN'), (u'favorit', 'NN')]",1
498,"[(u'waitress', 'JJ'), (u'sweet', 'JJ'), (u'funni', 'NN')]",1
499,"[(u'I', 'PRP'), (u'also', 'RB'), (u'tast', 'VBP'), (u'mom', 'JJ'), (u'multi', 'NN'), (u'grain', 'NN'), (u'pumpkin', 'JJ'), (u'pancak', 'NN'), (u'pecan', 'JJ'), (u'butter', 'NN'), (u'amaz', 'NN'), (u'fluffi', 'NN'), (u'delici', 'NN')]",1
500,"[(u'I', 'PRP'), (u'rather', 'RB'), (u'eat', 'VBD'), (u'airlin', 'JJ'), (u'food', 'NN'), (u'serious', 'JJ')]",0
501,"[(u'cant', 'JJ'), (u'say', 'VBP'), (u'enough', 'RB'), (u'good', 'JJ'), (u'thing', 'NN'), (u'place', 'NN')]",1
502,"[(u'the', 'DT'), (u'ambianc', 'NN'), (u'incred', 'VBD')]",1
503,"[(u'the', 'DT'), (u'waitress', 'NN'), (u'manag', 'NN'), (u'friendli', 'NN')]",1
504,"[(u'I', 'PRP'), (u'would', 'MD'), (u'recommend', 'VB'), (u'place', 'NN')]",0
505,"[(u'overal', 'JJ'), (u'I', 'PRP'), (u'impress', 'VBP'), (u'noca', 'RB')]",0
506,"[(u'My', 'PRP$'), (u'gyro', 'NN'), (u'basic', 'JJ'), (u'lettuc', 'NN')]",0
507,"[(u'terribl', 'NN'), (u'servic', 'NN')]",0
508,"[(u'thoroughli', 'NN'), (u'disappoint', 'NN')]",0
509,"[(u'I', 'PRP'), (u'much', 'RB'), (u'pasta', 'NN'), (u'I', 'PRP'), (u'love', 'VBP'), (u'homemad', 'JJ'), (u'hand', 'NN'), (u'made', 'VBD'), (u'pasta', 'NN'), (u'thin', 'JJ'), (u'pizza', 'NN')]",1
510,"[(u'give', 'VB'), (u'tri', 'NN'), (u'happi', 'NN')]",1
511,"[(u'By', 'IN'), (u'far', 'RB'), (u'best', 'JJS'), (u'cheesecurd', 'JJ'), (u'ever', 'RB')]",1
512,"[(u'reason', 'NN'), (u'price', 'NN'), (u'also', 'RB')]",1
513,"[(u'everyth', 'NN'), (u'perfect', 'NN'), (u'night', 'NN')]",1
514,"[(u'the', 'DT'), (u'food', 'NN'), (u'good', 'JJ'), (u'typic', 'NN'), (u'bar', 'NN'), (u'food', 'NN')]",1
515,"[(u'drive', 'NN'), (u'get', 'NN')]",0
516,"[(u'At', 'IN'), (u'first', 'JJ'), (u'glanc', 'NN'), (u'love', 'NN'), (u'bakeri', 'NN'), (u'cafe', 'JJ'), (u'nice', 'JJ'), (u'ambianc', 'NN'), (u'clean', 'JJ'), (u'friendli', 'JJ'), (u'staff', 'NN')]",1
517,"[(u'anyway', 'RB'), (u'I', 'PRP'), (u'think', 'VBP'), (u'go', 'VB'), (u'back', 'RB')]",0
518,"[(u'point', 'NN'), (u'finger', 'NN'), (u'item', 'NN'), (u'menu', 'JJ'), (u'order', 'NN'), (u'disappoint', 'NN')]",1
519,"[(u'Oh', 'UH'), (u'thing', 'NN'), (u'beauti', 'NN'), (u'restaur', 'NN')]",1
520,"[(u'If', 'IN'), (u'gone', 'VBN'), (u'GO', 'NNP'), (u'now', 'RB')]",1
521,"[(u'A', 'DT'), (u'greasi', 'NN'), (u'unhealthi', 'JJ'), (u'meal', 'NN')]",0
522,"[(u'first', 'JJ'), (u'time', 'NN'), (u'might', 'MD'), (u'last', 'JJ')]",0
523,"[(u'those', 'DT'), (u'burger', 'JJR'), (u'amaz', 'NNS')]",1
524,"[(u'similarli', 'NN'), (u'deliveri', 'NN'), (u'man', 'NN'), (u'say', 'VBP'), (u'word', 'NN'), (u'apolog', 'NN'), (u'food', 'NN'), (u'45', 'CD'), (u'minut', 'NN'), (u'late', 'JJ')]",0
525,"[(u'and', 'CC'), (u'way', 'NN'), (u'expens', 'NNS')]",0
526,"[(u'Be', 'VB'), (u'sure', 'JJ'), (u'order', 'NN'), (u'dessert', 'NN'), (u'even', 'RB'), (u'need', 'VB'), (u'pack', 'NN'), (u'go', 'VB'), (u'tiramisu', 'JJ'), (u'cannoli', 'NN'), (u'die', 'NN')]",1
527,"[(u'thi', 'NN'), (u'first', 'JJ'), (u'time', 'NN'), (u'I', 'PRP'), (u'wait', 'VBP'), (u'next', 'JJ')]",1
528,"[(u'the', 'DT'), (u'bartend', 'NN'), (u'also', 'RB'), (u'nice', 'JJ')]",1
529,"[(u'everyth', 'RB'), (u'good', 'JJ'), (u'tasti', 'NN')]",1
530,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'two', 'CD'), (u'thumb', 'NN'), (u'way', 'NN')]",1
531,"[(u'the', 'DT'), (u'best', 'JJS'), (u'place', 'NN'), (u'vega', 'NN'), (u'breakfast', 'NN'), (u'check', 'NN'), (u'sat', 'VBD'), (u'sun', 'NN')]",1
532,"[(u'If', 'IN'), (u'love', 'VBN'), (u'authent', 'NN'), (u'mexican', 'JJ'), (u'food', 'NN'), (u'want', 'VBP'), (u'whole', 'JJ'), (u'bunch', 'NN'), (u'interest', 'NN'), (u'yet', 'RB'), (u'delici', 'JJ'), (u'meat', 'NN'), (u'choos', 'NNS'), (u'need', 'VBP'), (u'tri', 'JJ'), (u'place', 'NN')]",1
533,"[(u'terribl', 'NN'), (u'manag', 'NN')]",0
534,"[(u'An', 'DT'), (u'excel', 'JJ'), (u'new', 'JJ'), (u'restaur', 'NN'), (u'experienc', 'NN'), (u'frenchman', 'NN')]",1
535,"[(u'If', 'IN'), (u'zero', 'CD'), (u'star', 'NN'), (u'I', 'PRP'), (u'would', 'MD'), (u'give', 'VB'), (u'zero', 'CD'), (u'star', 'NN')]",0
536,"[(u'great', 'JJ'), (u'steak', 'JJ'), (u'great', 'JJ'), (u'side', 'NN'), (u'great', 'JJ'), (u'wine', 'JJ'), (u'amaz', 'NN'), (u'dessert', 'NN')]",1
537,"[(u'worst', 'JJS'), (u'martini', 'NN'), (u'ever', 'RB')]",0
538,"[(u'the', 'DT'), (u'steak', 'NN'), (u'shrimp', 'JJ'), (u'opinion', 'NN'), (u'best', 'JJS'), (u'entre', 'NN'), (u'GC', 'NNP')]",1
539,"[(u'I', 'PRP'), (u'opportun', 'VBP'), (u'today', 'NN'), (u'sampl', 'VBP'), (u'amaz', 'NN'), (u'pizza', 'NN')]",1
540,"[(u'We', 'PRP'), (u'wait', 'VBP'), (u'thirti', 'JJ'), (u'minut', 'NN'), (u'seat', 'NN'), (u'although', 'IN'), (u'8', 'CD'), (u'vacant', 'JJ'), (u'tabl', 'NN'), (u'folk', 'NN'), (u'wait', 'NN')]",0
541,"[(u'the', 'DT'), (u'yellowtail', 'NN'), (u'carpaccio', 'NN'), (u'melt', 'VBD'), (u'mouth', 'JJ'), (u'fresh', 'JJ')]",1
542,"[(u'I', 'PRP'), (u'tri', 'VBP'), (u'go', 'VBP'), (u'back', 'RB'), (u'even', 'RB'), (u'empti', 'NN')]",0
543,"[(u'No', 'DT'), (u'I', 'PRP'), (u'go', 'VBP'), (u'eat', 'JJ'), (u'potato', 'NN'), (u'I', 'PRP'), (u'found', 'VBD'), (u'stranger', 'RB'), (u'hair', 'NN')]",0
544,"[(u'just', 'RB'), (u'spici', 'RB'), (u'enough', 'JJ'), (u'perfect', 'JJ'), (u'actual', 'JJ')]",1
545,"[(u'last', 'JJ'), (u'night', 'NN'), (u'second', 'JJ'), (u'time', 'NN'), (u'dine', 'NN'), (u'I', 'PRP'), (u'happi', 'VBP'), (u'I', 'PRP'), (u'decid', 'VBP'), (u'go', 'VB'), (u'back', 'RB')]",1
546,"[(u'even', 'RB'), (u'hello', 'PRP'), (u'right', 'VBD')]",0
547,"[(u'the', 'DT'), (u'dessert', 'JJ'), (u'bit', 'NN'), (u'strang', 'NN')]",0
548,"[(u'My', 'PRP$'), (u'boyfriend', 'NN'), (u'I', 'PRP'), (u'came', 'VBD'), (u'first', 'JJ'), (u'time', 'NN'), (u'recent', 'JJ'), (u'trip', 'NN'), (u'vega', 'NN'), (u'could', 'MD'), (u'pleas', 'VB'), (u'qualiti', 'JJ'), (u'food', 'NN'), (u'servic', 'NN')]",1
549,"[(u'I', 'PRP'), (u'realli', 'VBP'), (u'recommend', 'JJ'), (u'place', 'NN'), (u'go', 'VBP'), (u'wrong', 'JJ'), (u'donut', 'NN'), (u'place', 'NN')]",1
550,"[(u'nice', 'JJ'), (u'ambianc', 'NN')]",1
551,"[(u'I', 'PRP'), (u'would', 'MD'), (u'recommend', 'VB'), (u'save', 'VB'), (u'room', 'NN')]",1
552,"[(u'I', 'PRP'), (u'guess', 'VBP'), (u'mayb', 'JJ'), (u'went', 'VBD'), (u'night', 'NN'), (u'disgrac', 'NN')]",0
553,"[(u'howev', 'NN'), (u'recent', 'JJ'), (u'experi', 'NN'), (u'particular', 'JJ'), (u'locat', 'NN'), (u'good', 'JJ')]",0
554,"[(u'I', 'PRP'), (u'know', 'VBP'), (u'like', 'IN'), (u'restaur', 'NNS'), (u'someth', 'VBP')]",0
555,"[(u'avoid', 'JJ'), (u'thi', 'NN'), (u'establish', 'VB')]",0
556,"[(u'I', 'PRP'), (u'think', 'VBP'), (u'restaur', 'JJ'), (u'suffer', 'VBP'), (u'tri', 'JJ'), (u'hard', 'JJ'), (u'enough', 'RB')]",0
557,"[(u'all', 'DT'), (u'tapa', 'JJ'), (u'dish', 'JJ'), (u'delici', 'NN')]",1
558,"[(u'I', 'PRP'), (u'heart', 'NN'), (u'place', 'NN')]",1
559,"[(u'My', 'PRP$'), (u'salad', 'JJ'), (u'bland', 'NN'), (u'vinegrett', 'NN'), (u'babi', 'NN'), (u'green', 'JJ'), (u'heart', 'NN'), (u'palm', 'NN')]",0
560,"[(u'after', 'IN'), (u'two', 'CD'), (u'I', 'PRP'), (u'felt', 'VBD'), (u'disgust', 'NN')]",0
561,"[(u'A', 'DT'), (u'good', 'JJ'), (u'time', 'NN')]",1
562,"[(u'I', 'PRP'), (u'believ', 'VBP'), (u'place', 'NN'), (u'great', 'JJ'), (u'stop', 'JJ'), (u'huge', 'JJ'), (u'belli', 'NN'), (u'hanker', 'NN'), (u'sushi', 'NN')]",1
563,"[(u'gener', 'NN'), (u'portion', 'NN'), (u'great', 'JJ'), (u'tast', 'NN')]",1
564,"[(u'I', 'PRP'), (u'never', 'RB'), (u'go', 'VBP'), (u'back', 'RB'), (u'place', 'NN'), (u'never', 'RB'), (u'ever', 'RB'), (u'recommend', 'VB'), (u'place', 'NN'), (u'anyon', 'NN')]",0
565,"[(u'the', 'DT'), (u'server', 'NN'), (u'went', 'VBD'), (u'back', 'RB'), (u'forth', 'JJ'), (u'sever', 'NN'), (u'time', 'NN'), (u'even', 'RB'), (u'much', 'RB'), (u'are', 'VBP'), (u'help', 'NN')]",0
566,"[(u'food', 'NN'), (u'delici', 'NN')]",1
567,"[(u'AN', 'DT'), (u'hour', 'NN'), (u'serious', 'JJ')]",0
568,"[(u'I', 'PRP'), (u'consid', 'VBP'), (u'theft', 'NN')]",0
569,"[(u'eew', 'NN'), (u'thi', 'NN'), (u'locat', 'VBP'), (u'need', 'MD'), (u'complet', 'VB'), (u'overhaul', 'VB')]",0
570,"[(u'We', 'PRP'), (u'recent', 'JJ'), (u'wit', 'JJ'), (u'poor', 'JJ'), (u'qualiti', 'NNS'), (u'manag', 'FW'), (u'toward', 'IN'), (u'guest', 'JJS'), (u'well', 'RB')]",0
571,"[(u'wait', 'NN'), (u'wait', 'NN'), (u'wait', 'NN')]",0
572,"[(u'He', 'PRP'), (u'also', 'RB'), (u'came', 'VBD'), (u'back', 'RB'), (u'check', 'VB'), (u'us', 'PRP'), (u'regularli', 'VB'), (u'excel', 'JJ'), (u'servic', 'NN')]",1
573,"[(u'our', 'PRP$'), (u'server', 'NN'), (u'super', 'NN'), (u'nice', 'JJ'), (u'check', 'VB'), (u'us', 'PRP'), (u'mani', 'JJ'), (u'time', 'NN')]",1
574,"[(u'the', 'DT'), (u'pizza', 'NN'), (u'tast', 'NN'), (u'old', 'JJ'), (u'super', 'JJ'), (u'chewi', 'NN'), (u'good', 'JJ'), (u'way', 'NN')]",0
575,"[(u'I', 'PRP'), (u'swung', 'VBP'), (u'give', 'JJ'), (u'tri', 'NN'), (u'deepli', 'NN'), (u'disappoint', 'NN')]",0
576,"[(u'servic', 'RB'), (u'good', 'JJ'), (u'compani', 'NN'), (u'better', 'RBR')]",1
577,"[(u'the', 'DT'), (u'staff', 'NN'), (u'also', 'RB'), (u'friendli', 'VBZ'), (u'effici', 'NN')]",1
578,"[(u'As', 'IN'), (u'servic', 'JJ'), (u'I', 'PRP'), (u'fan', 'VBP'), (u'quick', 'JJ'), (u'serv', 'NN'), (u'nice', 'JJ'), (u'folk', 'NN')]",1
579,"[(u'boy', 'NN'), (u'sucker', 'NN'), (u'dri', 'NN')]",0
580,"[(u'over', 'IN'), (u'rate', 'NN')]",0
581,"[(u'If', 'IN'), (u'look', 'VBN'), (u'authent', 'JJ'), (u'thai', 'NN'), (u'food', 'NN'), (u'go', 'VBP'), (u'els', 'NNS')]",0
582,"[(u'their', 'PRP$'), (u'steak', 'NN'), (u'100', 'CD'), (u'recommend', 'NN')]",1
583,"[(u'after', 'IN'), (u'I', 'PRP'), (u'pull', 'VBP'), (u'car', 'NN'), (u'I', 'PRP'), (u'wait', 'VBP'), (u'anoth', 'DT'), (u'15', 'CD'), (u'minut', 'NN'), (u'acknowledg', 'NN')]",0
584,"[(u'great', 'JJ'), (u'food', 'NN'), (u'great', 'JJ'), (u'servic', 'JJ'), (u'clean', 'JJ'), (u'friendli', 'NN'), (u'set', 'NN')]",1
585,"[(u'all', 'DT'), (u'I', 'PRP'), (u'assur', 'VBP'), (u'I', 'PRP'), (u'back', 'RB')]",1
586,"[(u'I', 'PRP'), (u'hate', 'VBP'), (u'thing', 'NN'), (u'much', 'JJ'), (u'cheap', 'NN'), (u'qualiti', 'NN'), (u'black', 'JJ'), (u'oliv', 'NN')]",0
587,"[(u'My', 'PRP$'), (u'breakfast', 'NN'), (u'perpar', 'NN'), (u'great', 'JJ'), (u'beauti', 'JJ'), (u'present', 'JJ'), (u'3', 'CD'), (u'giant', 'JJ'), (u'slice', 'NN'), (u'toast', 'NN'), (u'lightli', 'NN'), (u'dust', 'NN'), (u'powder', 'NN'), (u'sugar', 'NN')]",1
588,"[(u'the', 'DT'), (u'kid', 'NN'), (u'play', 'VB'), (u'area', 'NN'), (u'nasti', 'NN')]",0
589,"[(u'great', 'JJ'), (u'place', 'NN'), (u'fo', 'NNS'), (u'take', 'VBP'), (u'eat', 'NN')]",1
590,"[(u'the', 'DT'), (u'waitress', 'NN'), (u'friendli', 'NN'), (u'happi', 'NN'), (u'accomod', 'NN'), (u'vegan', 'NN'), (u'veggi', 'NN'), (u'option', 'NN')]",1
591,"[(u'omg', 'NN'), (u'I', 'PRP'), (u'felt', 'VBD'), (u'like', 'IN'), (u'I', 'PRP'), (u'never', 'RB'), (u'eaten', 'VBP'), (u'thai', 'JJ'), (u'food', 'NN'), (u'dish', 'NN')]",1
592,"[(u'It', 'PRP'), (u'extrem', 'VBZ'), (u'crumbi', 'JJ'), (u'pretti', 'NNS'), (u'tasteless', 'NN')]",0
593,"[(u'It', 'PRP'), (u'pale', 'VBZ'), (u'color', 'NN'), (u'instead', 'RB'), (u'nice', 'JJ'), (u'char', 'NN'), (u'NO', 'NNP'), (u'flavor', 'NN')]",0
594,"[(u'the', 'DT'), (u'crouton', 'NN'), (u'also', 'RB'), (u'tast', 'VBD'), (u'homemad', 'JJ'), (u'extra', 'JJ'), (u'plu', 'NN')]",1
595,"[(u'I', 'PRP'), (u'got', 'VBD'), (u'home', 'RB'), (u'see', 'VB'), (u'driest', 'JJS'), (u'damn', 'NN'), (u'wing', 'VBG'), (u'ever', 'RB')]",0
596,"[(u'It', 'PRP'), (u'regular', 'JJ'), (u'stop', 'JJ'), (u'trip', 'NN'), (u'phoenix', 'NN')]",1
597,"[(u'I', 'PRP'), (u'realli', 'VBP'), (u'enjoy', 'JJ'), (u'crema', 'NN'), (u'caf', 'NN'), (u'expand', 'VBP'), (u'I', 'PRP'), (u'even', 'RB'), (u'told', 'VBD'), (u'friend', 'NN'), (u'best', 'JJS'), (u'breakfast', 'NN')]",1
598,"[(u'not', 'RB'), (u'good', 'JJ'), (u'money', 'NN')]",0
599,"[(u'I', 'PRP'), (u'miss', 'VBP'), (u'wish', 'JJ'), (u'one', 'CD'), (u'philadelphia', 'NN')]",1
600,"[(u'We', 'PRP'), (u'got', 'VBD'), (u'sit', 'JJ'), (u'fairli', 'NN'), (u'fast', 'JJ'), (u'end', 'NN'), (u'wait', 'NN'), (u'40', 'CD'), (u'minut', 'NN'), (u'place', 'NN'), (u'order', 'NN'), (u'anoth', 'DT'), (u'30', 'CD'), (u'minut', 'NN'), (u'food', 'NN'), (u'arriv', 'NN')]",0
601,"[(u'they', 'PRP'), (u'also', 'RB'), (u'best', 'VBP'), (u'chees', 'NNS'), (u'crisp', 'VBP'), (u'town', 'NN')]",1
602,"[(u'good', 'JJ'), (u'valu', 'NN'), (u'great', 'JJ'), (u'food', 'NN'), (u'great', 'JJ'), (u'servic', 'NN')]",1
603,"[(u'couldn', 'NN'), (u'ask', 'NN'), (u'satisfi', 'NN'), (u'meal', 'NN')]",1
604,"[(u'the', 'DT'), (u'food', 'NN'), (u'good', 'JJ')]",1
605,"[(u'It', 'PRP'), (u'awesom', 'VBD')]",1
606,"[(u'I', 'PRP'), (u'want', 'VBP'), (u'leav', 'JJ')]",0
607,"[(u'We', 'PRP'), (u'made', 'VBD'), (u'drive', 'JJ'), (u'way', 'NN'), (u'north', 'JJ'), (u'scottsdal', 'NN'), (u'I', 'PRP'), (u'one', 'CD'), (u'bit', 'NN'), (u'disappoint', 'NN')]",1
608,"[(u'I', 'PRP'), (u'eat', 'VBP')]",0
609,"[(u'the', 'DT'), (u'owner', 'NN'), (u'realli', 'NN'), (u'realli', 'VBP'), (u'need', 'NN'), (u'quit', 'NN'), (u'soooooo', 'VBP'), (u'cheap', 'JJ'), (u'let', 'NN'), (u'wrap', 'VB'), (u'freak', 'JJ'), (u'sandwich', 'JJ'), (u'two', 'CD'), (u'paper', 'NN'), (u'one', 'CD')]",0
610,"[(u'I', 'PRP'), (u'check', 'VBP'), (u'place', 'NN'), (u'coupl', 'NN'), (u'year', 'NN'), (u'ago', 'RB'), (u'impress', 'NN')]",0
611,"[(u'the', 'DT'), (u'chicken', 'NN'), (u'I', 'PRP'), (u'got', 'VBD'), (u'definit', 'RB'), (u'reheat', 'JJ'), (u'ok', 'JJ'), (u'wedg', 'NN'), (u'cold', 'NN'), (u'soggi', 'NN')]",0
612,"[(u'sorri', 'NN'), (u'I', 'PRP'), (u'get', 'VBP'), (u'food', 'NN'), (u'anytim', 'NN'), (u'soon', 'RB')]",0
613,"[(u'An', 'DT'), (u'absolut', 'NN'), (u'must', 'MD'), (u'visit', 'VB')]",1
614,"[(u'the', 'DT'), (u'cow', 'NN'), (u'tongu', 'NN'), (u'cheek', 'NN'), (u'taco', 'NN'), (u'amaz', 'NN')]",1
615,"[(u'My', 'PRP$'), (u'friend', 'NN'), (u'like', 'IN'), (u'bloodi', 'NN'), (u'mari', 'NN')]",0
616,"[(u'despit', 'RB'), (u'hard', 'JJ'), (u'I', 'PRP'), (u'rate', 'NN'), (u'busi', 'NNS'), (u'actual', 'JJ'), (u'rare', 'JJ'), (u'give', 'VB'), (u'1', 'CD'), (u'star', 'NN')]",0
617,"[(u'they', 'PRP'), (u'realli', 'VBP'), (u'want', 'VBP'), (u'make', 'VB'), (u'experi', 'JJ'), (u'good', 'JJ'), (u'one', 'NN')]",1
618,"[(u'I', 'PRP'), (u'return', 'VBP')]",0
619,"[(u'I', 'PRP'), (u'chicken', 'VBP'), (u'pho', 'JJ'), (u'tast', 'NN'), (u'bland', 'NN')]",0
620,"[(u'veri', 'NNS'), (u'disappoint', 'NN')]",0
621,"[(u'the', 'DT'), (u'grill', 'NN'), (u'chicken', 'VBN'), (u'tender', 'NN'), (u'yellow', 'NN'), (u'saffron', 'NN'), (u'season', 'NN')]",1
622,"[(u'drive', 'NN'), (u'thru', 'NNS'), (u'mean', 'VBP'), (u'want', 'VBP'), (u'wait', 'NN'), (u'around', 'IN'), (u'half', 'DT'), (u'hour', 'NN'), (u'food', 'NN'), (u'somehow', 'NN'), (u'end', 'NN'), (u'go', 'VBP'), (u'make', 'VBP'), (u'us', 'PRP'), (u'wait', 'VB'), (u'wait', 'NN')]",0
623,"[(u'pretti', 'NNS'), (u'awesom', 'VBP'), (u'place', 'NN')]",1
624,"[(u'ambienc', 'NN'), (u'perfect', 'NN')]",1
625,"[(u'best', 'JJS'), (u'luck', 'NN'), (u'rude', 'NN'), (u'non', 'JJ'), (u'custom', 'NN'), (u'servic', 'JJ'), (u'focus', 'NN'), (u'new', 'JJ'), (u'manag', 'NN')]",0
626,"[(u'ani', 'JJ'), (u'grandmoth', 'NNS'), (u'make', 'VBP'), (u'roast', 'NN'), (u'chicken', 'NN'), (u'better', 'RBR'), (u'one', 'CD')]",0
627,"[(u'I', 'PRP'), (u'ask', 'VBP'), (u'multipl', 'JJ'), (u'time', 'NN'), (u'wine', 'JJ'), (u'list', 'NN'), (u'time', 'NN'), (u'ignor', 'NN'), (u'I', 'PRP'), (u'went', 'VBD'), (u'hostess', 'NN'), (u'got', 'VBD'), (u'one', 'CD')]",0
628,"[(u'the', 'DT'), (u'staff', 'NN'), (u'alway', 'RB'), (u'super', 'JJ'), (u'friendli', 'NN'), (u'help', 'NN'), (u'especi', 'VB'), (u'cool', 'JJ'), (u'bring', 'VBG'), (u'two', 'CD'), (u'small', 'JJ'), (u'boy', 'NNS'), (u'babi', 'NN')]",1
629,"[(u'four', 'CD'), (u'star', 'NN'), (u'food', 'NN'), (u'guy', 'NN'), (u'blue', 'JJ'), (u'shirt', 'NN'), (u'great', 'JJ'), (u'vibe', 'NN'), (u'still', 'RB'), (u'let', 'VB'), (u'us', 'PRP'), (u'eat', 'VB')]",1
630,"[(u'the', 'DT'), (u'roast', 'NN'), (u'beef', 'NN'), (u'sandwich', 'NN'), (u'tast', 'NN'), (u'realli', 'NN'), (u'good', 'JJ')]",1
631,"[(u'same', 'JJ'), (u'even', 'RB'), (u'I', 'PRP'), (u'drastic', 'VBP'), (u'sick', 'JJ')]",0
632,"[(u'high', 'JJ'), (u'qualiti', 'NN'), (u'chicken', 'NN'), (u'chicken', 'NN'), (u'caesar', 'NN'), (u'salad', 'NN')]",1
633,"[(u'order', 'NN'), (u'burger', 'NN'), (u'rare', 'JJ'), (u'came', 'VBD'), (u'done', 'VBN')]",0
634,"[(u'We', 'PRP'), (u'promptli', 'VBP'), (u'greet', 'JJ'), (u'seat', 'NN')]",1
635,"[(u'tri', 'NN'), (u'go', 'VBP'), (u'lunch', 'NN'), (u'madhous', 'JJ')]",0
636,"[(u'I', 'PRP'), (u'proven', 'VBP'), (u'dead', 'JJ'), (u'wrong', 'JJ'), (u'sushi', 'NN'), (u'bar', 'NN'), (u'qualiti', 'NN'), (u'great', 'JJ'), (u'servic', 'JJ'), (u'fast', 'NN'), (u'food', 'NN'), (u'impecc', 'NN')]",1
637,"[(u'after', 'IN'), (u'wait', 'JJ'), (u'hour', 'NN'), (u'seat', 'NN'), (u'I', 'PRP'), (u'greatest', 'JJS'), (u'mood', 'NN')]",0
638,"[(u'thi', 'RB'), (u'good', 'JJ'), (u'joint', 'NN')]",1
639,"[(u'the', 'DT'), (u'macaron', 'NN'), (u'insan', 'NN'), (u'good', 'JJ')]",1
640,"[(u'I', 'PRP'), (u'eat', 'VBP')]",0
641,"[(u'our', 'PRP$'), (u'waiter', 'NN'), (u'attent', 'NN'), (u'friendli', 'NN'), (u'inform', 'NN')]",1
642,"[(u'mayb', 'NN'), (u'cold', 'NN'), (u'would', 'MD'), (u'somewhat', 'VB'), (u'edibl', 'VB')]",0
643,"[(u'thi', 'JJ'), (u'place', 'NN'), (u'lot', 'NN'), (u'promis', 'IN'), (u'fail', 'NN'), (u'deliv', 'NN')]",0
644,"[(u'veri', 'NN'), (u'bad', 'JJ'), (u'experi', 'NN')]",0
645,"[(u'what', 'WP'), (u'mistak', 'NN')]",0
646,"[(u'food', 'NN'), (u'averag', 'NN'), (u'best', 'JJS')]",0
647,"[(u'great', 'JJ'), (u'food', 'NN')]",1
648,"[(u'We', 'PRP'), (u'go', 'VBP'), (u'back', 'RB'), (u'anytim', 'RB'), (u'soon', 'RB')]",0
