,tokens,Sentiment,No Stops
435,"[u'definitely', u'will', u'come', u'back', u'here', u'again']",1,"[u'definitely', u'come', u'back']"
436,"[u'I', u'like', u'Steiners', u'because', u'it', u's', u'dark', u'and', u'it', u'feels', u'like', u'a', u'bar']",1,"[u'I', u'like', u'Steiners', u'dark', u'feels', u'like', u'bar']"
437,"[u'Wow', u'very', u'spicy', u'but', u'delicious']",1,"[u'Wow', u'spicy', u'delicious']"
438,"[u'If', u'you', u're', u'not', u'familiar', u'check', u'it', u'out']",1,"[u'If', u'familiar', u'check']"
439,"[u'I', u'll', u'take', u'my', u'business', u'dinner', u'dollars', u'elsewhere']",0,"[u'I', u'take', u'business', u'dinner', u'dollars', u'elsewhere']"
440,"[u'I', u'd', u'love', u'to', u'go', u'back']",1,"[u'I', u'love', u'go', u'back']"
441,"[u'Anyway', u'this', u'FS', u'restaurant', u'has', u'a', u'wonderful', u'breakfast', u'lunch']",1,"[u'Anyway', u'FS', u'restaurant', u'wonderful', u'breakfast', u'lunch']"
442,"[u'Nothing', u'special']",0,"[u'Nothing', u'special']"
443,"[u'Each', u'day', u'of', u'the', u'week', u'they', u'have', u'a', u'different', u'deal', u'and', u'it', u's', u'all', u'so', u'delicious']",1,"[u'Each', u'day', u'week', u'different', u'deal', u'delicious']"
444,"[u'Not', u'to', u'mention', u'the', u'combination', u'of', u'pears', u'almonds', u'and', u'bacon', u'is', u'a', u'big', u'winner']",1,"[u'Not', u'mention', u'combination', u'pears', u'almonds', u'bacon', u'big', u'winner']"
445,"[u'Will', u'not', u'be', u'back']",0,"[u'Will', u'back']"
446,"[u'Sauce', u'was', u'tasteless']",0,"[u'Sauce', u'tasteless']"
447,"[u'The', u'food', u'is', u'delicious', u'and', u'just', u'spicy', u'enough', u'so', u'be', u'sure', u'to', u'ask', u'for', u'spicier', u'if', u'you', u'prefer', u'it', u'that', u'way']",1,"[u'The', u'food', u'delicious', u'spicy', u'enough', u'sure', u'ask', u'spicier', u'prefer', u'way']"
448,"[u'My', u'ribeye', u'steak', u'was', u'cooked', u'perfectly', u'and', u'had', u'great', u'mesquite', u'flavor']",1,"[u'My', u'ribeye', u'steak', u'cooked', u'perfectly', u'great', u'mesquite', u'flavor']"
449,"[u'I', u'don', u't', u'think', u'we', u'll', u'be', u'going', u'back', u'anytime', u'soon']",0,"[u'I', u'think', u'going', u'back', u'anytime', u'soon']"
450,"[u'Food', u'was', u'so', u'gooodd']",1,"[u'Food', u'gooodd']"
451,"[u'I', u'am', u'far', u'from', u'a', u'sushi', u'connoisseur', u'but', u'I', u'can', u'definitely', u'tell', u'the', u'difference', u'between', u'good', u'food', u'and', u'bad', u'food', u'and', u'this', u'was', u'certainly', u'bad', u'food']",0,"[u'I', u'far', u'sushi', u'connoisseur', u'I', u'definitely', u'tell', u'difference', u'good', u'food', u'bad', u'food', u'certainly', u'bad', u'food']"
452,"[u'I', u'was', u'so', u'insulted']",0,"[u'I', u'insulted']"
453,"[u'The', u'last', u'3', u'times', u'I', u'had', u'lunch', u'here', u'has', u'been', u'bad']",0,"[u'The', u'last', u'3', u'times', u'I', u'lunch', u'bad']"
454,"[u'The', u'chicken', u'wings', u'contained', u'the', u'driest', u'chicken', u'meat', u'I', u'have', u'ever', u'eaten']",0,"[u'The', u'chicken', u'wings', u'contained', u'driest', u'chicken', u'meat', u'I', u'ever', u'eaten']"
455,"[u'The', u'food', u'was', u'very', u'good', u'and', u'I', u'enjoyed', u'every', u'mouthful', u'an', u'enjoyable', u'relaxed', u'venue', u'for', u'couples', u'small', u'family', u'groups', u'etc']",1,"[u'The', u'food', u'good', u'I', u'enjoyed', u'every', u'mouthful', u'enjoyable', u'relaxed', u'venue', u'couples', u'small', u'family', u'groups', u'etc']"
456,"[u'Nargile', u'I', u'think', u'you', u'are', u'great']",1,"[u'Nargile', u'I', u'think', u'great']"
457,"[u'Best', u'tater', u'tots', u'in', u'the', u'southwest']",1,"[u'Best', u'tater', u'tots', u'southwest']"
458,"[u'We', u'loved', u'the', u'place']",1,"[u'We', u'loved', u'place']"
459,"[u'Definitely', u'not', u'worth', u'the', u'3', u'I', u'paid']",0,"[u'Definitely', u'worth', u'3', u'I', u'paid']"
460,"[u'The', u'vanilla', u'ice', u'cream', u'was', u'creamy', u'and', u'smooth', u'while', u'the', u'profiterole', u'choux', u'pastry', u'was', u'fresh', u'enough']",1,"[u'The', u'vanilla', u'ice', u'cream', u'creamy', u'smooth', u'profiterole', u'choux', u'pastry', u'fresh', u'enough']"
461,"[u'Im', u'in', u'AZ', u'all', u'the', u'time', u'and', u'now', u'have', u'my', u'new', u'spot']",1,"[u'Im', u'AZ', u'time', u'new', u'spot']"
462,"[u'The', u'manager', u'was', u'the', u'worst']",0,"[u'The', u'manager', u'worst']"
463,"[u'The', u'inside', u'is', u'really', u'quite', u'nice', u'and', u'very', u'clean']",1,"[u'The', u'inside', u'really', u'quite', u'nice', u'clean']"
464,"[u'The', u'food', u'was', u'outstanding', u'and', u'the', u'prices', u'were', u'very', u'reasonable']",1,"[u'The', u'food', u'outstanding', u'prices', u'reasonable']"
465,"[u'I', u'don', u't', u'think', u'I', u'll', u'be', u'running', u'back', u'to', u'Carly', u's', u'anytime', u'soon', u'for', u'food']",0,"[u'I', u'think', u'I', u'running', u'back', u'Carly', u'anytime', u'soon', u'food']"
466,"[u'This', u'is', u'was', u'due', u'to', u'the', u'fact', u'that', u'it', u'took', u'20', u'minutes', u'to', u'be', u'acknowledged', u'then', u'another', u'35', u'minutes', u'to', u'get', u'our', u'food', u'and', u'they', u'kept', u'forgetting', u'things']",0,"[u'This', u'due', u'fact', u'took', u'20', u'minutes', u'acknowledged', u'another', u'35', u'minutes', u'get', u'food', u'kept', u'forgetting', u'things']"
467,"[u'Love', u'the', u'margaritas', u'too']",1,"[u'Love', u'margaritas']"
468,"[u'This', u'was', u'my', u'first', u'and', u'only', u'Vegas', u'buffet', u'and', u'it', u'did', u'not', u'disappoint']",1,"[u'This', u'first', u'Vegas', u'buffet', u'disappoint']"
469,"[u'Very', u'good', u'though']",1,"[u'Very', u'good', u'though']"
470,"[u'The', u'one', u'down', u'note', u'is', u'the', u'ventilation', u'could', u'use', u'some', u'upgrading']",0,"[u'The', u'one', u'note', u'ventilation', u'could', u'use', u'upgrading']"
471,"[u'Great', u'pork', u'sandwich']",1,"[u'Great', u'pork', u'sandwich']"
472,"[u'Don', u't', u'waste', u'your', u'time', u'here']",0,"[u'Don', u'waste', u'time']"
473,"[u'Total', u'letdown', u'I', u'would', u'much', u'rather', u'just', u'go', u'to', u'the', u'Camelback', u'Flower', u'Shop', u'and', u'Cartel', u'Coffee']",0,"[u'Total', u'letdown', u'I', u'would', u'much', u'rather', u'go', u'Camelback', u'Flower', u'Shop', u'Cartel', u'Coffee']"
474,"[u'Third', u'the', u'cheese', u'on', u'my', u'friend', u's', u'burger', u'was', u'cold']",0,"[u'Third', u'cheese', u'friend', u'burger', u'cold']"
475,"[u'We', u'enjoy', u'their', u'pizza', u'and', u'brunch']",1,"[u'We', u'enjoy', u'pizza', u'brunch']"
476,"[u'The', u'steaks', u'are', u'all', u'well', u'trimmed', u'and', u'also', u'perfectly', u'cooked']",1,"[u'The', u'steaks', u'well', u'trimmed', u'also', u'perfectly', u'cooked']"
477,"[u'We', u'had', u'a', u'group', u'of', u'70', u'when', u'we', u'claimed', u'we', u'would', u'only', u'have', u'40', u'and', u'they', u'handled', u'us', u'beautifully']",1,"[u'We', u'group', u'70', u'claimed', u'would', u'40', u'handled', u'us', u'beautifully']"
478,"[u'I', u'LOVED', u'it']",1,"[u'I', u'LOVED']"
479,"[u'We', u'asked', u'for', u'the', u'bill', u'to', u'leave', u'without', u'eating', u'and', u'they', u'didn', u't', u'bring', u'that', u'either']",0,"[u'We', u'asked', u'bill', u'leave', u'without', u'eating', u'bring', u'either']"
480,"[u'This', u'place', u'is', u'a', u'jewel', u'in', u'Las', u'Vegas', u'and', u'exactly', u'what', u'I', u've', u'been', u'hoping', u'to', u'find', u'in', u'nearly', u'ten', u'years', u'living', u'here']",1,"[u'This', u'place', u'jewel', u'Las', u'Vegas', u'exactly', u'I', u'hoping', u'find', u'nearly', u'ten', u'years', u'living']"
481,"[u'Seafood', u'was', u'limited', u'to', u'boiled', u'shrimp', u'and', u'crab', u'legs', u'but', u'the', u'crab', u'legs', u'definitely', u'did', u'not', u'taste', u'fresh']",0,"[u'Seafood', u'limited', u'boiled', u'shrimp', u'crab', u'legs', u'crab', u'legs', u'definitely', u'taste', u'fresh']"
482,"[u'The', u'selection', u'of', u'food', u'was', u'not', u'the', u'best']",0,"[u'The', u'selection', u'food', u'best']"
483,"[u'Delicious', u'and', u'I', u'will', u'absolutely', u'be', u'back']",1,"[u'Delicious', u'I', u'absolutely', u'back']"
484,"[u'This', u'isn', u't', u'a', u'small', u'family', u'restaurant', u'this', u'is', u'a', u'fine', u'dining', u'establishment']",1,"[u'This', u'small', u'family', u'restaurant', u'fine', u'dining', u'establishment']"
485,"[u'They', u'had', u'a', u'toro', u'tartare', u'with', u'a', u'cavier', u'that', u'was', u'extraordinary', u'and', u'I', u'liked', u'the', u'thinly', u'sliced', u'wagyu', u'with', u'white', u'truffle']",1,"[u'They', u'toro', u'tartare', u'cavier', u'extraordinary', u'I', u'liked', u'thinly', u'sliced', u'wagyu', u'white', u'truffle']"
486,"[u'I', u'dont', u'think', u'I', u'will', u'be', u'back', u'for', u'a', u'very', u'long', u'time']",0,"[u'I', u'dont', u'think', u'I', u'back', u'long', u'time']"
487,"[u'It', u'was', u'attached', u'to', u'a', u'gas', u'station', u'and', u'that', u'is', u'rarely', u'a', u'good', u'sign']",0,"[u'It', u'attached', u'gas', u'station', u'rarely', u'good', u'sign']"
488,"[u'How', u'awesome', u'is', u'that']",1,"[u'How', u'awesome']"
489,"[u'I', u'will', u'be', u'back', u'many', u'times', u'soon']",1,"[u'I', u'back', u'many', u'times', u'soon']"
490,"[u'The', u'menu', u'had', u'so', u'much', u'good', u'stuff', u'on', u'it', u'i', u'could', u'not', u'decide']",1,"[u'The', u'menu', u'much', u'good', u'stuff', u'could', u'decide']"
491,"[u'Worse', u'of', u'all', u'he', u'humiliated', u'his', u'worker', u'right', u'in', u'front', u'of', u'me', u'Bunch', u'of', u'horrible', u'name', u'callings']",0,"[u'Worse', u'humiliated', u'worker', u'right', u'front', u'Bunch', u'horrible', u'name', u'callings']"
492,"[u'CONCLUSION', u'Very', u'filling', u'meals']",1,"[u'CONCLUSION', u'Very', u'filling', u'meals']"
493,"[u'Their', u'daily', u'specials', u'are', u'always', u'a', u'hit', u'with', u'my', u'group']",1,"[u'Their', u'daily', u'specials', u'always', u'hit', u'group']"
494,"[u'And', u'then', u'tragedy', u'struck']",0,"[u'And', u'tragedy', u'struck']"
495,"[u'The', u'pancake', u'was', u'also', u'really', u'good', u'and', u'pretty', u'large', u'at', u'that']",1,"[u'The', u'pancake', u'also', u'really', u'good', u'pretty', u'large']"
496,"[u'This', u'was', u'my', u'first', u'crawfish', u'experience', u'and', u'it', u'was', u'delicious']",1,"[u'This', u'first', u'crawfish', u'experience', u'delicious']"
497,"[u'Their', u'monster', u'chicken', u'fried', u'steak', u'and', u'eggs', u'is', u'my', u'all', u'time', u'favorite']",1,"[u'Their', u'monster', u'chicken', u'fried', u'steak', u'eggs', u'time', u'favorite']"
498,"[u'Waitress', u'was', u'sweet', u'and', u'funny']",1,"[u'Waitress', u'sweet', u'funny']"
499,"[u'I', u'also', u'had', u'to', u'taste', u'my', u'Mom', u's', u'multi', u'grain', u'pumpkin', u'pancakes', u'with', u'pecan', u'butter', u'and', u'they', u'were', u'amazing', u'fluffy', u'and', u'delicious']",1,"[u'I', u'also', u'taste', u'Mom', u'multi', u'grain', u'pumpkin', u'pancakes', u'pecan', u'butter', u'amazing', u'fluffy', u'delicious']"
500,"[u'I', u'd', u'rather', u'eat', u'airline', u'food', u'seriously']",0,"[u'I', u'rather', u'eat', u'airline', u'food', u'seriously']"
501,"[u'Cant', u'say', u'enough', u'good', u'things', u'about', u'this', u'place']",1,"[u'Cant', u'say', u'enough', u'good', u'things', u'place']"
502,"[u'The', u'ambiance', u'was', u'incredible']",1,"[u'The', u'ambiance', u'incredible']"
503,"[u'The', u'waitress', u'and', u'manager', u'are', u'so', u'friendly']",1,"[u'The', u'waitress', u'manager', u'friendly']"
504,"[u'I', u'would', u'not', u'recommend', u'this', u'place']",0,"[u'I', u'would', u'recommend', u'place']"
505,"[u'Overall', u'I', u'wasn', u't', u'very', u'impressed', u'with', u'Noca']",0,"[u'Overall', u'I', u'impressed', u'Noca']"
506,"[u'My', u'gyro', u'was', u'basically', u'lettuce', u'only']",0,"[u'My', u'gyro', u'basically', u'lettuce']"
507,"[u'Terrible', u'service']",0,"[u'Terrible', u'service']"
508,"[u'Thoroughly', u'disappointed']",0,"[u'Thoroughly', u'disappointed']"
509,"[u'I', u'don', u't', u'each', u'much', u'pasta', u'but', u'I', u'love', u'the', u'homemade', u'hand', u'made', u'pastas', u'and', u'thin', u'pizzas', u'here']",1,"[u'I', u'much', u'pasta', u'I', u'love', u'homemade', u'hand', u'made', u'pastas', u'thin', u'pizzas']"
510,"[u'Give', u'it', u'a', u'try', u'you', u'will', u'be', u'happy', u'you', u'did']",1,"[u'Give', u'try', u'happy']"
511,"[u'By', u'far', u'the', u'BEST', u'cheesecurds', u'we', u'have', u'ever', u'had']",1,"[u'By', u'far', u'BEST', u'cheesecurds', u'ever']"
512,"[u'Reasonably', u'priced', u'also']",1,"[u'Reasonably', u'priced', u'also']"
513,"[u'Everything', u'was', u'perfect', u'the', u'night', u'we', u'were', u'in']",1,"[u'Everything', u'perfect', u'night']"
514,"[u'The', u'food', u'is', u'very', u'good', u'for', u'your', u'typical', u'bar', u'food']",1,"[u'The', u'food', u'good', u'typical', u'bar', u'food']"
515,"[u'it', u'was', u'a', u'drive', u'to', u'get', u'there']",0,"[u'drive', u'get']"
516,"[u'At', u'first', u'glance', u'it', u'is', u'a', u'lovely', u'bakery', u'cafe', u'nice', u'ambiance', u'clean', u'friendly', u'staff']",1,"[u'At', u'first', u'glance', u'lovely', u'bakery', u'cafe', u'nice', u'ambiance', u'clean', u'friendly', u'staff']"
517,"[u'Anyway', u'I', u'do', u'not', u'think', u'i', u'will', u'go', u'back', u'there']",0,"[u'Anyway', u'I', u'think', u'go', u'back']"
518,"[u'Point', u'your', u'finger', u'at', u'any', u'item', u'on', u'the', u'menu', u'order', u'it', u'and', u'you', u'won', u't', u'be', u'disappointed']",1,"[u'Point', u'finger', u'item', u'menu', u'order', u'disappointed']"
519,"[u'Oh', u'this', u'is', u'such', u'a', u'thing', u'of', u'beauty', u'this', u'restaurant']",1,"[u'Oh', u'thing', u'beauty', u'restaurant']"
520,"[u'If', u'you', u'haven', u't', u'gone', u'here', u'GO', u'NOW']",1,"[u'If', u'gone', u'GO', u'NOW']"
521,"[u'A', u'greasy', u'unhealthy', u'meal']",0,"[u'A', u'greasy', u'unhealthy', u'meal']"
522,"[u'first', u'time', u'there', u'and', u'might', u'just', u'be', u'the', u'last']",0,"[u'first', u'time', u'might', u'last']"
523,"[u'Those', u'burgers', u'were', u'amazing']",1,"[u'Those', u'burgers', u'amazing']"
524,"[u'Similarly', u'the', u'delivery', u'man', u'did', u'not', u'say', u'a', u'word', u'of', u'apology', u'when', u'our', u'food', u'was', u'45', u'minutes', u'late']",0,"[u'Similarly', u'delivery', u'man', u'say', u'word', u'apology', u'food', u'45', u'minutes', u'late']"
525,"[u'And', u'it', u'was', u'way', u'to', u'expensive']",0,"[u'And', u'way', u'expensive']"
526,"[u'Be', u'sure', u'to', u'order', u'dessert', u'even', u'if', u'you', u'need', u'to', u'pack', u'it', u'to', u'go', u'the', u'tiramisu', u'and', u'cannoli', u'are', u'both', u'to', u'die', u'for']",1,"[u'Be', u'sure', u'order', u'dessert', u'even', u'need', u'pack', u'go', u'tiramisu', u'cannoli', u'die']"
527,"[u'This', u'was', u'my', u'first', u'time', u'and', u'I', u'can', u't', u'wait', u'until', u'the', u'next']",1,"[u'This', u'first', u'time', u'I', u'wait', u'next']"
528,"[u'The', u'bartender', u'was', u'also', u'nice']",1,"[u'The', u'bartender', u'also', u'nice']"
529,"[u'Everything', u'was', u'good', u'and', u'tasty']",1,"[u'Everything', u'good', u'tasty']"
530,"[u'This', u'place', u'is', u'two', u'thumbs', u'up', u'way', u'up']",1,"[u'This', u'place', u'two', u'thumbs', u'way']"
531,"[u'The', u'best', u'place', u'in', u'Vegas', u'for', u'breakfast', u'just', u'check', u'out', u'a', u'Sat', u'or', u'Sun']",1,"[u'The', u'best', u'place', u'Vegas', u'breakfast', u'check', u'Sat', u'Sun']"
532,"[u'If', u'you', u'love', u'authentic', u'Mexican', u'food', u'and', u'want', u'a', u'whole', u'bunch', u'of', u'interesting', u'yet', u'delicious', u'meats', u'to', u'choose', u'from', u'you', u'need', u'to', u'try', u'this', u'place']",1,"[u'If', u'love', u'authentic', u'Mexican', u'food', u'want', u'whole', u'bunch', u'interesting', u'yet', u'delicious', u'meats', u'choose', u'need', u'try', u'place']"
533,"[u'Terrible', u'management']",0,"[u'Terrible', u'management']"
534,"[u'An', u'excellent', u'new', u'restaurant', u'by', u'an', u'experienced', u'Frenchman']",1,"[u'An', u'excellent', u'new', u'restaurant', u'experienced', u'Frenchman']"
535,"[u'If', u'there', u'were', u'zero', u'stars', u'I', u'would', u'give', u'it', u'zero', u'stars']",0,"[u'If', u'zero', u'stars', u'I', u'would', u'give', u'zero', u'stars']"
536,"[u'Great', u'steak', u'great', u'sides', u'great', u'wine', u'amazing', u'desserts']",1,"[u'Great', u'steak', u'great', u'sides', u'great', u'wine', u'amazing', u'desserts']"
537,"[u'Worst', u'martini', u'ever']",0,"[u'Worst', u'martini', u'ever']"
538,"[u'The', u'steak', u'and', u'the', u'shrimp', u'are', u'in', u'my', u'opinion', u'the', u'best', u'entrees', u'at', u'GC']",1,"[u'The', u'steak', u'shrimp', u'opinion', u'best', u'entrees', u'GC']"
539,"[u'I', u'had', u'the', u'opportunity', u'today', u'to', u'sample', u'your', u'amazing', u'pizzas']",1,"[u'I', u'opportunity', u'today', u'sample', u'amazing', u'pizzas']"
540,"[u'We', u'waited', u'for', u'thirty', u'minutes', u'to', u'be', u'seated', u'although', u'there', u'were', u'8', u'vacant', u'tables', u'and', u'we', u'were', u'the', u'only', u'folks', u'waiting']",0,"[u'We', u'waited', u'thirty', u'minutes', u'seated', u'although', u'8', u'vacant', u'tables', u'folks', u'waiting']"
541,"[u'The', u'yellowtail', u'carpaccio', u'was', u'melt', u'in', u'your', u'mouth', u'fresh']",1,"[u'The', u'yellowtail', u'carpaccio', u'melt', u'mouth', u'fresh']"
542,"[u'I', u'won', u't', u'try', u'going', u'back', u'there', u'even', u'if', u'it', u's', u'empty']",0,"[u'I', u'try', u'going', u'back', u'even', u'empty']"
543,"[u'No', u'I', u'm', u'going', u'to', u'eat', u'the', u'potato', u'that', u'I', u'found', u'some', u'strangers', u'hair', u'in', u'it']",0,"[u'No', u'I', u'going', u'eat', u'potato', u'I', u'found', u'strangers', u'hair']"
544,"[u'Just', u'spicy', u'enough', u'Perfect', u'actually']",1,"[u'Just', u'spicy', u'enough', u'Perfect', u'actually']"
545,"[u'Last', u'night', u'was', u'my', u'second', u'time', u'dining', u'here', u'and', u'I', u'was', u'so', u'happy', u'I', u'decided', u'to', u'go', u'back']",1,"[u'Last', u'night', u'second', u'time', u'dining', u'I', u'happy', u'I', u'decided', u'go', u'back']"
546,"[u'not', u'even', u'a', u'hello', u'we', u'will', u'be', u'right', u'with', u'you']",0,"[u'even', u'hello', u'right']"
547,"[u'The', u'desserts', u'were', u'a', u'bit', u'strange']",0,"[u'The', u'desserts', u'bit', u'strange']"
548,"[u'My', u'boyfriend', u'and', u'I', u'came', u'here', u'for', u'the', u'first', u'time', u'on', u'a', u'recent', u'trip', u'to', u'Vegas', u'and', u'could', u'not', u'have', u'been', u'more', u'pleased', u'with', u'the', u'quality', u'of', u'food', u'and', u'service']",1,"[u'My', u'boyfriend', u'I', u'came', u'first', u'time', u'recent', u'trip', u'Vegas', u'could', u'pleased', u'quality', u'food', u'service']"
549,"[u'I', u'really', u'do', u'recommend', u'this', u'place', u'you', u'can', u'go', u'wrong', u'with', u'this', u'donut', u'place']",1,"[u'I', u'really', u'recommend', u'place', u'go', u'wrong', u'donut', u'place']"
550,"[u'Nice', u'ambiance']",1,"[u'Nice', u'ambiance']"
551,"[u'I', u'would', u'recommend', u'saving', u'room', u'for', u'this']",1,"[u'I', u'would', u'recommend', u'saving', u'room']"
552,"[u'I', u'guess', u'maybe', u'we', u'went', u'on', u'an', u'off', u'night', u'but', u'it', u'was', u'disgraceful']",0,"[u'I', u'guess', u'maybe', u'went', u'night', u'disgraceful']"
553,"[u'However', u'my', u'recent', u'experience', u'at', u'this', u'particular', u'location', u'was', u'not', u'so', u'good']",0,"[u'However', u'recent', u'experience', u'particular', u'location', u'good']"
554,"[u'I', u'know', u'this', u'is', u'not', u'like', u'the', u'other', u'restaurants', u'at', u'all', u'something', u'is', u'very', u'off', u'here']",0,"[u'I', u'know', u'like', u'restaurants', u'something']"
555,"[u'AVOID', u'THIS', u'ESTABLISHMENT']",0,"[u'AVOID', u'THIS', u'ESTABLISHMENT']"
556,"[u'I', u'think', u'this', u'restaurant', u'suffers', u'from', u'not', u'trying', u'hard', u'enough']",0,"[u'I', u'think', u'restaurant', u'suffers', u'trying', u'hard', u'enough']"
557,"[u'All', u'of', u'the', u'tapas', u'dishes', u'were', u'delicious']",1,"[u'All', u'tapas', u'dishes', u'delicious']"
558,"[u'I', u'heart', u'this', u'place']",1,"[u'I', u'heart', u'place']"
559,"[u'My', u'salad', u'had', u'a', u'bland', u'vinegrette', u'on', u'the', u'baby', u'greens', u'and', u'hearts', u'of', u'Palm']",0,"[u'My', u'salad', u'bland', u'vinegrette', u'baby', u'greens', u'hearts', u'Palm']"
560,"[u'After', u'two', u'I', u'felt', u'disgusting']",0,"[u'After', u'two', u'I', u'felt', u'disgusting']"
561,"[u'A', u'good', u'time']",1,"[u'A', u'good', u'time']"
562,"[u'I', u'believe', u'that', u'this', u'place', u'is', u'a', u'great', u'stop', u'for', u'those', u'with', u'a', u'huge', u'belly', u'and', u'hankering', u'for', u'sushi']",1,"[u'I', u'believe', u'place', u'great', u'stop', u'huge', u'belly', u'hankering', u'sushi']"
563,"[u'Generous', u'portions', u'and', u'great', u'taste']",1,"[u'Generous', u'portions', u'great', u'taste']"
564,"[u'I', u'will', u'never', u'go', u'back', u'to', u'this', u'place', u'and', u'will', u'never', u'ever', u'recommended', u'this', u'place', u'to', u'anyone']",0,"[u'I', u'never', u'go', u'back', u'place', u'never', u'ever', u'recommended', u'place', u'anyone']"
565,"[u'The', u'servers', u'went', u'back', u'and', u'forth', u'several', u'times', u'not', u'even', u'so', u'much', u'as', u'an', u'Are', u'you', u'being', u'helped']",0,"[u'The', u'servers', u'went', u'back', u'forth', u'several', u'times', u'even', u'much', u'Are', u'helped']"
566,"[u'Food', u'was', u'delicious']",1,"[u'Food', u'delicious']"
567,"[u'AN', u'HOUR', u'seriously']",0,"[u'AN', u'HOUR', u'seriously']"
568,"[u'I', u'consider', u'this', u'theft']",0,"[u'I', u'consider', u'theft']"
569,"[u'Eew', u'This', u'location', u'needs', u'a', u'complete', u'overhaul']",0,"[u'Eew', u'This', u'location', u'needs', u'complete', u'overhaul']"
570,"[u'We', u'recently', u'witnessed', u'her', u'poor', u'quality', u'of', u'management', u'towards', u'other', u'guests', u'as', u'well']",0,"[u'We', u'recently', u'witnessed', u'poor', u'quality', u'management', u'towards', u'guests', u'well']"
571,"[u'Waited', u'and', u'waited', u'and', u'waited']",0,"[u'Waited', u'waited', u'waited']"
572,"[u'He', u'also', u'came', u'back', u'to', u'check', u'on', u'us', u'regularly', u'excellent', u'service']",1,"[u'He', u'also', u'came', u'back', u'check', u'us', u'regularly', u'excellent', u'service']"
573,"[u'Our', u'server', u'was', u'super', u'nice', u'and', u'checked', u'on', u'us', u'many', u'times']",1,"[u'Our', u'server', u'super', u'nice', u'checked', u'us', u'many', u'times']"
574,"[u'The', u'pizza', u'tasted', u'old', u'super', u'chewy', u'in', u'not', u'a', u'good', u'way']",0,"[u'The', u'pizza', u'tasted', u'old', u'super', u'chewy', u'good', u'way']"
575,"[u'I', u'swung', u'in', u'to', u'give', u'them', u'a', u'try', u'but', u'was', u'deeply', u'disappointed']",0,"[u'I', u'swung', u'give', u'try', u'deeply', u'disappointed']"
576,"[u'Service', u'was', u'good', u'and', u'the', u'company', u'was', u'better']",1,"[u'Service', u'good', u'company', u'better']"
577,"[u'The', u'staff', u'are', u'also', u'very', u'friendly', u'and', u'efficient']",1,"[u'The', u'staff', u'also', u'friendly', u'efficient']"
578,"[u'As', u'for', u'the', u'service', u'I', u'm', u'a', u'fan', u'because', u'it', u's', u'quick', u'and', u'you', u're', u'being', u'served', u'by', u'some', u'nice', u'folks']",1,"[u'As', u'service', u'I', u'fan', u'quick', u'served', u'nice', u'folks']"
579,"[u'Boy', u'was', u'that', u'sucker', u'dry']",0,"[u'Boy', u'sucker', u'dry']"
580,"[u'Over', u'rated']",0,"[u'Over', u'rated']"
581,"[u'If', u'you', u'look', u'for', u'authentic', u'Thai', u'food', u'go', u'else', u'where']",0,"[u'If', u'look', u'authentic', u'Thai', u'food', u'go', u'else']"
582,"[u'Their', u'steaks', u'are', u'100', u'recommended']",1,"[u'Their', u'steaks', u'100', u'recommended']"
583,"[u'After', u'I', u'pulled', u'up', u'my', u'car', u'I', u'waited', u'for', u'another', u'15', u'minutes', u'before', u'being', u'acknowledged']",0,"[u'After', u'I', u'pulled', u'car', u'I', u'waited', u'another', u'15', u'minutes', u'acknowledged']"
584,"[u'Great', u'food', u'and', u'great', u'service', u'in', u'a', u'clean', u'and', u'friendly', u'setting']",1,"[u'Great', u'food', u'great', u'service', u'clean', u'friendly', u'setting']"
585,"[u'All', u'in', u'all', u'I', u'can', u'assure', u'you', u'I', u'll', u'be', u'back']",1,"[u'All', u'I', u'assure', u'I', u'back']"
586,"[u'I', u'hate', u'those', u'things', u'as', u'much', u'as', u'cheap', u'quality', u'black', u'olives']",0,"[u'I', u'hate', u'things', u'much', u'cheap', u'quality', u'black', u'olives']"
587,"[u'My', u'breakfast', u'was', u'perpared', u'great', u'with', u'a', u'beautiful', u'presentation', u'of', u'3', u'giant', u'slices', u'of', u'Toast', u'lightly', u'dusted', u'with', u'powdered', u'sugar']",1,"[u'My', u'breakfast', u'perpared', u'great', u'beautiful', u'presentation', u'3', u'giant', u'slices', u'Toast', u'lightly', u'dusted', u'powdered', u'sugar']"
588,"[u'The', u'kids', u'play', u'area', u'is', u'NASTY']",0,"[u'The', u'kids', u'play', u'area', u'NASTY']"
589,"[u'Great', u'place', u'fo', u'take', u'out', u'or', u'eat', u'in']",1,"[u'Great', u'place', u'fo', u'take', u'eat']"
590,"[u'The', u'waitress', u'was', u'friendly', u'and', u'happy', u'to', u'accomodate', u'for', u'vegan', u'veggie', u'options']",1,"[u'The', u'waitress', u'friendly', u'happy', u'accomodate', u'vegan', u'veggie', u'options']"
591,"[u'OMG', u'I', u'felt', u'like', u'I', u'had', u'never', u'eaten', u'Thai', u'food', u'until', u'this', u'dish']",1,"[u'OMG', u'I', u'felt', u'like', u'I', u'never', u'eaten', u'Thai', u'food', u'dish']"
592,"[u'It', u'was', u'extremely', u'crumby', u'and', u'pretty', u'tasteless']",0,"[u'It', u'extremely', u'crumby', u'pretty', u'tasteless']"
